838.8163,835.5328,833.3901,831.5369,829.5155,827.5026,825.7796,824.2503,822.8282,821.6139,820.4946,819.5596,818.7824,818.1391,817.6609,817.3215,817.1511,817.1281,817.2415,817.5353,817.9629,818.5343,819.2837,820.1659,821.2194,822.414,823.7663,825.2522,826.9167,828.7254,830.6683,832.7948
861.2361,857.926,855.7202,853.8761,851.813,849.7741,848.0466,846.4862,845.0699,843.8073,842.6768,841.7274,840.9146,840.2668,839.7657,839.4165,839.2058,839.1819,839.2688,839.5491,839.96,840.5254,841.2334,842.1005,843.1188,844.2854,845.6222,847.0997,848.7237,850.531,852.4673,854.5563
883.8489,880.5154,878.3675,876.4572,874.3704,872.3349,870.5908,868.9852,867.5445,866.2618,865.1376,864.1556,863.3474,862.661,862.1339,861.7616,861.5419,861.4845,861.5667,861.8305,862.2087,862.7349,863.4365,864.2904,865.2975,866.4496,867.754,869.2127,870.8146,872.5646,874.4838,876.5635
906.7269,903.4246,901.2424,899.3366,897.2016,895.155,893.3942,891.7741,890.3174,889.0116,887.86,886.8604,886.0202,885.3197,884.7721,884.3805,884.1317,884.0594,884.113,884.3398,884.7156,885.2399,885.9159,886.7331,887.7227,888.844,890.1458,891.57,893.1575,894.8974,896.7989,898.8371
929.9233,926.5767,924.4005,922.4522,920.3136,918.2371,916.4627,914.8215,913.3419,912.0368,910.8523,909.8237,908.9616,908.245,907.678,907.2723,907.0113,906.9106,906.952,907.1529,907.497,908.0067,908.6315,909.4517,910.3927,911.521,912.7697,914.2053,915.7734,917.4785,919.3486,921.3757
953.3989,950.062,947.8264,945.87,943.704,941.6094,939.81,938.1536,936.6554,935.3118,934.1156,933.0709,932.1777,931.4484,930.8535,930.4378,930.1554,930.0191,930.0506,930.2292,930.5505,931.0206,931.6616,932.4558,933.3607,934.4696,935.7247,937.0858,938.6304,940.3243,942.1621,944.1581
977.1871,973.7621,971.5081,969.5841,967.3699,965.2747,963.4339,961.7481,960.2379,958.8841,957.661,956.592,955.6919,954.9243,954.3191,953.8561,953.5605,953.4103,953.417,953.5728,953.8828,954.303,954.9397,955.6896,956.5954,957.6732,958.8981,960.2647,961.8042,963.4516,965.2812,967.2625
1001.1921,997.7996,995.5672,993.5405,991.3336,989.1829,987.3391,985.6469,984.1155,982.7223,981.4826,980.408,979.4781,978.6826,978.0785,977.5804,977.2658,977.1052,977.0655,977.1992,977.4798,977.9149,978.4918,979.2356,980.1105,981.1774,982.3814,983.7347,985.1919,986.866,988.6373,990.6107
1025.4764,1022.0625,1019.8622,1017.814,1015.5561,1013.3943,1011.5473,1009.838,1008.2606,1006.852,1005.5896,1004.4867,1003.5244,1002.7391,1002.0874,1001.5896,1001.2431,1001.0453,1001.0,1001.1164,1001.3765,1001.7726,1002.3295,1003.0348,1003.9218,1004.954,1006.1202,1007.4144,1008.8969,1010.5167,1012.3057,1014.2373
1050.1078,1046.634,1044.3943,1042.3518,1040.0868,1037.9411,1036.0394,1034.2971,1032.7181,1031.2744,1030.0094,1028.8632,1027.8886,1027.0692,1026.4022,1025.8665,1025.5134,1025.2819,1025.2037,1025.2991,1025.5255,1025.912,1026.445,1027.1415,1028.0166,1028.9924,1030.1362,1031.4412,1032.8908,1034.472,1036.1872,1038.1797
1075.0859,1071.5588,1069.2883,1067.2131,1064.9118,1062.7325,1060.8052,1059.0536,1057.4368,1056.0071,1054.6752,1053.5317,1052.5404,1051.6903,1050.9852,1050.4399,1050.0461,1049.8082,1049.7279,1049.7907,1049.996,1050.3519,1050.8624,1051.5352,1052.3294,1053.3282,1054.4515,1055.7149,1057.1118,1058.7502,1060.4075,1062.3152
1100.2404,1096.752,1094.4212,1092.3731,1090.0718,1087.8288,1085.8825,1084.1216,1082.4944,1081.0176,1079.6699,1078.5165,1077.4904,1076.6004,1075.8974,1075.3257,1074.8996,1074.6411,1074.5231,1074.5653,1074.7581,1075.099,1075.5725,1076.2131,1076.9849,1077.9606,1079.0413,1080.2848,1081.6922,1083.2333,1084.9367,1086.8348
1125.7574,1122.2443,1119.9526,1117.8439,1115.436,1113.2247,1111.2741,1109.4807,1107.838,1106.3448,1104.9823,1103.7871,1102.7425,1101.8407,1101.0793,1100.4917,1100.0663,1099.7565,1099.6176,1099.6303,1099.7989,1100.1119,1100.5704,1101.1889,1101.9658,1102.8932,1103.9425,1105.1926,1106.5489,1108.0831,1109.6981,1111.5671
1151.5665,1148.0904,1145.717,1143.6148,1141.2039,1138.9452,1136.9767,1135.1646,1133.4853,1131.9481,1130.5789,1129.3478,1128.2994,1127.3619,1126.5976,1125.9778,1125.5174,1125.2133,1125.0408,1125.0215,1125.1518,1125.4372,1125.8715,1126.4758,1127.2373,1128.1462,1129.1477,1130.3421,1131.6724,1133.2013,1134.779,1136.6341
1177.7215,1174.2326,1171.864,1169.6744,1167.2824,1164.9776,1162.9967,1161.1316,1159.4395,1157.8902,1156.5098,1155.2478,1154.1504,1153.2158,1152.4345,1151.7775,1151.2888,1150.9463,1150.7302,1150.7019,1150.8176,1151.0721,1151.4917,1152.0344,1152.7776,1153.6771,1154.665,1155.8289,1157.1134,1158.6351,1160.2017,1161.999
1204.2884,1200.6427,1198.2999,1196.1224,1193.598,1191.3403,1189.3242,1187.438,1185.7311,1184.1317,1182.7166,1181.454,1180.3279,1179.3325,1178.5241,1177.8737,1177.3598,1176.9901,1176.7622,1176.6954,1176.7845,1177.0094,1177.4211,1177.9173,1178.6257,1179.4935,1180.4597,1181.6095,1182.903,1184.3218,1185.9682,1187.7058
1231.0108,1227.4241,1225.0047,1222.846,1220.3146,1218.0241,1215.9475,1214.0583,1212.3031,1210.7116,1209.2583,1207.9524,1206.8075,1205.8237,1204.9937,1204.256,1203.7464,1203.3648,1203.1026,1203.0134,1203.0696,1203.2917,1203.6374,1204.136,1204.8058,1205.6219,1206.5992,1207.6868,1208.9317,1210.4002,1211.959,1213.6864
1258.0812,1254.4959,1252.0856,1249.8343,1247.341,1245.026,1242.9139,1241.0052,1239.2444,1237.6154,1236.1273,1234.8254,1233.655,1232.6103,1231.727,1231.0223,1230.4595,1230.0429,1229.7513,1229.6576,1229.6439,1229.8667,1230.1766,1230.6609,1231.3177,1232.0985,1233.0629,1234.1176,1235.366,1236.7568,1238.2763,1239.9282
1285.5636,1281.9736,1279.4914,1277.3059,1274.6846,1272.3366,1270.2563,1268.2927,1266.4701,1264.8247,1263.343,1261.9695,1260.777,1259.712,1258.8134,1258.0946,1257.478,1257.0241,1256.7305,1256.5948,1256.6028,1256.736,1257.055,1257.5067,1258.1205,1258.8315,1259.7982,1260.88,1261.9797,1263.4028,1264.8932,1266.5689
1313.4173,1309.7144,1307.2325,1304.9673,1302.3761,1300.0252,1297.8702,1295.8831,1294.0577,1292.3769,1290.8357,1289.4601,1288.2436,1287.1811,1286.2587,1285.4718,1284.8241,1284.3613,1284.0345,1283.8343,1283.8244,1283.9304,1284.2303,1284.666,1285.2593,1285.9732,1286.8818,1287.8785,1289.0383,1290.4276,1291.9357,1293.572
1341.5772,1337.7738,1335.2041,1332.996,1330.3998,1328.0116,1325.86,1323.844,1321.9769,1320.2888,1318.7349,1317.2797,1316.0419,1314.9425,1313.9875,1313.19,1312.5329,1312.0395,1311.7063,1311.4689,1311.4391,1311.5448,1311.7521,1312.1428,1312.7246,1313.4373,1314.271,1315.2551,1316.4049,1317.7892,1319.2054,1320.8502
1369.9204,1366.2625,1363.8234,1361.4656,1358.7694,1356.3359,1354.1352,1352.1378,1350.246,1348.5209,1346.9053,1345.486,1344.1917,1343.0704,1342.0855,1341.2717,1340.5385,1340.0569,1339.6372,1339.421,1339.3501,1339.3939,1339.6382,1339.9958,1340.5311,1341.1846,1342.0079,1342.9781,1344.0592,1345.3292,1346.7578,1348.4064
1398.7615,1395.0843,1392.4129,1390.1144,1387.5067,1385.0577,1382.8353,1380.7704,1378.8463,1377.0848,1375.4532,1374.0039,1372.7079,1371.2912,1370.5202,1369.6608,1368.9377,1368.3981,1367.9755,1367.7331,1367.6071,1367.633,1367.8341,1368.1747,1368.6536,1369.3019,1370.0886,1371.0091,1372.0773,1373.2881,1374.7246,1376.1236
1427.9228,1424.3524,1421.6628,1419.224,1416.5801,1414.1054,1411.8834,1409.7961,1407.8271,1406.0286,1404.4003,1402.8919,1401.5561,1400.3652,1399.3194,1398.4291,1397.6865,1397.0672,1396.6324,1396.347,1396.2063,1396.2045,1396.3663,1396.6995,1397.1303,1397.7742,1398.5131,1399.4287,1400.4783,1401.6562,1402.9936,1404.6693
1457.5261,1453.6876,1451.1463,1448.8525,1445.9784,1443.5276,1441.2476,1439.112,1437.1586,1435.2951,1433.6387,1432.1278,1430.7798,1429.5111,1428.4622,1427.5521,1426.7579,1426.132,1425.6599,1425.3588,1425.1817,1425.1391,1425.2887,1425.5332,1426.0341,1426.5484,1427.3392,1428.0912,1429.2091,1430.4079,1431.8175,1433.1257
1487.5593,1483.6015,1481.1209,1478.6019,1475.7761,1473.265,1471.0103,1468.8418,1466.8408,1465.0138,1463.268,1461.7174,1460.3324,1459.0854,1457.9463,1457.0249,1456.2118,1455.5683,1455.0438,1454.6982,1454.5038,1454.4316,1454.5339,1454.7898,1455.1715,1455.7575,1456.452,1457.233,1458.2566,1459.3893,1460.6245,1462.2544
1517.7778,1513.9928,1511.2211,1508.8074,1506.0705,1503.4509,1501.0967,1498.8814,1496.9029,1495.0245,1493.2623,1491.7218,1490.2618,1489.002,1487.8295,1486.8414,1486.0161,1485.3366,1484.8007,1484.4356,1484.2109,1484.0978,1484.1117,1484.4057,1484.6997,1485.1832,1485.8367,1486.7271,1487.6029,1488.7349,1489.8836,1491.3781
1548.5048,1544.6082,1541.7396,1539.353,1536.5816,1534.0032,1531.6332,1529.4278,1527.3177,1525.4155,1523.6741,1522.0324,1520.5609,1519.2719,1518.0655,1517.0658,1516.2161,1515.4874,1514.8939,1514.5049,1514.2229,1514.0924,1514.1254,1514.3453,1514.6188,1515.1352,1515.7579,1516.523,1517.4852,1518.4387,1519.9012,1520.9769
1579.6066,1575.5736,1572.887,1570.4207,1567.4532,1564.9442,1562.5101,1560.2576,1558.115,1556.2131,1554.4306,1552.7686,1551.2371,1549.9255,1548.729,1547.6286,1546.7747,1546.0035,1545.3604,1544.9227,1544.646,1544.5537,1544.5027,1544.6272,1544.926,1545.3036,1545.9477,1546.602,1547.5588,1548.7742,1549.6947,1551.0041
1610.9183,1606.9735,1604.068,1601.7567,1598.96,1596.1921,1593.7543,1591.4881,1589.3229,1587.3682,1585.5472,1583.8533,1582.3219,1580.9296,1579.7131,1578.6352,1577.7224,1576.9167,1576.2722,1575.8217,1575.4519,1575.2339,1575.1816,1575.3365,1575.5879,1575.9875,1576.4978,1577.2525,1578.1811,1579.1911,1580.1439,1581.4056
1642.9029,1639.0239,1635.9372,1633.5075,1630.4737,1627.8803,1625.4342,1623.1443,1620.9747,1618.9635,1617.0567,1615.3649,1613.784,1612.3513,1611.098,1609.9933,1608.9646,1608.1469,1607.5657,1606.9619,1606.5652,1606.3916,1606.3468,1606.4741,1606.66,1606.9558,1607.5191,1608.1967,1608.9419,1609.9348,1611.4878,1612.3108
1675.1854,1671.2421,1668.3172,1665.7155,1662.6744,1659.9649,1657.5411,1655.1752,1652.9857,1650.9077,1648.9648,1647.1913,1645.6338,1644.2186,1642.8669,1641.7491,1640.7321,1639.8935,1639.1789,1638.5702,1638.1848,1637.9155,1637.8794,1637.8474,1638.0392,1638.4667,1639.0311,1639.4103,1640.3464,1641.1943,1642.0921,1643.0537
1707.8962,1703.3044,1700.7843,1698.1301,1695.1975,1692.5856,1689.9052,1687.5779,1685.3066,1683.2923,1681.2726,1679.5166,1677.9122,1676.4347,1675.0552,1673.9209,1672.8435,1671.9878,1671.2662,1670.6004,1670.1698,1669.8472,1669.807,1669.6467,1669.8507,1670.1711,1670.7074,1671.0992,1671.675,1672.8198,1674.1997,1674.7707
1740.8107,1736.9408,1734.0316,1731.1606,1728.2294,1725.4114,1722.8632,1720.5727,1718.1162,1715.9792,1714.046,1712.3176,1710.5315,1709.0608,1707.7348,1706.4451,1705.3411,1704.4796,1703.6597,1703.0309,1702.6228,1702.2859,1701.9841,1702.0495,1702.0615,1702.3758,1702.807,1703.3105,1704.2645,1705.0045,1705.7749,1708.081
1775.5949,1770.2238,1767.3513,1764.7601,1761.532,1758.7531,1756.1873,1753.6275,1751.4008,1749.248,1747.1773,1745.3833,1743.6112,1742.1718,1740.7352,1739.4516,1738.2928,1737.3724,1736.5514,1736.0014,1735.4194,1734.9531,1734.7551,1734.6887,1734.7753,1735.1037,1735.2879,1736.0313,1736.5789,1737.4664,1738.4704,1740.3463
1808.0336,1804.232,1804.5916,1798.3645,1795.2473,1792.6104,1789.7651,1787.4066,1784.9977,1782.8512,1780.7669,1778.9777,1777.2008,1775.6618,1774.1055,1772.7843,1771.6901,1770.681,1769.927,1769.0351,1768.5835,1768.1713,1767.8498,1767.7831,1767.8752,1767.9488,1768.4189,1768.7568,1769.8043,1770.1243,1772.0085,1772.0109
1842.1144,1838.2974,1837.0279,1832.8688,1829.5324,1826.6973,1824.1473,1821.475,1819.0789,1816.7407,1814.7436,1812.9129,1811.1959,1809.3556,1808.0895,1806.6965,1805.4176,1804.3744,1803.5252,1802.7548,1802.1822,1801.7697,1801.4636,1801.3103,1801.3442,1801.3001,1801.7928,1802.3722,1802.9978,1804.2237,1804.9936,1807.3648
1866.5035,1871.8628,1871.41,1877.1287,1864.1144,1861.4355,1858.5768,1856.0813,1853.676,1851.3519,1849.2641,1847.3288,1845.5306,1843.7692,1842.2623,1840.8111,1839.6704,1838.5681,1837.8474,1836.7703,1836.0997,1835.7991,1835.4523,1835.0134,1835.119,1835.3982,1835.4564,1835.957,1836.6451,1836.9659,1837.138,1838.2148
